Date,Open,High,Low,Close,Volume,Adj Close
2015-03-19,167.669998,169.220001,166.970001,169.110001,3756600,168.280468
2015-03-18,162.970001,167.600006,161.830002,166.539993,3690100,165.723067
2015-03-17,162.25,163.759995,161.740005,163.070007,2620800,162.270103
2015-03-16,157.729996,163.199997,156.740005,163.029999,5201600,162.23029
2015-03-13,153.279999,154.75,152.580002,154.259995,2737900,153.503306
2015-03-12,154.259995,154.770004,152.949997,154.25,1889400,153.49336
2015-03-11,154.119995,154.270004,152.419998,152.699997,2487100,151.95096
2015-03-10,152.869995,155.630005,152.289993,153.580002,3509600,152.826648
2015-03-09,154.850006,155.740005,152.779999,155.009995,2135000,154.249627
2015-03-06,158.50,159.919998,154.00,154.880005,4091400,154.120275
2015-03-05,160.00,161.479996,158.860001,159.600006,2470900,158.817123
2015-03-04,158.050003,159.740005,156.809998,159.190002,3098600,158.40913
2015-03-03,159.399994,159.399994,157.509995,158.559998,2334900,157.782216
2015-03-02,159.289993,159.899994,157.619995,159.630005,3483500,158.846974
2015-02-27,159.100006,159.240005,157.199997,157.720001,2472000,156.94634
2015-02-26,158.479996,159.399994,156.00,158.970001,3379800,158.190208
2015-02-25,157.759995,158.779999,155.740005,158.080002,3262800,157.304575
2015-02-24,159.00,159.110001,156.25,157.369995,2060500,156.598051
2015-02-23,158.070007,159.199997,157.809998,158.419998,3094300,157.642903
2015-02-20,156.429993,157.75,155.059998,157.660004,4411100,156.886637
2015-02-19,155.970001,156.419998,155.039993,156.050003,3913900,155.284534
2015-02-18,154.220001,156.229996,153.639999,155.779999,3297900,155.015854
2015-02-17,153.520004,154.850006,153.00,154.240005,3895600,153.483415
2015-02-13,153.619995,153.809998,150.210007,153.479996,3591400,152.727133
2015-02-12,154.830002,154.830002,151.119995,153.179993,2935800,152.428601
2015-02-11,153.300003,155.240005,152.259995,153.110001,3998700,152.358953
2015-02-10,150.50,152.630005,149.050003,152.570007,4108600,151.821608
2015-02-09,150.00,151.830002,149.199997,150.009995,3236400,148.488026
2015-02-06,154.320007,154.759995,150.600006,151.399994,3211300,149.863922
2015-02-05,152.289993,153.899994,151.020004,153.360001,3564400,151.804043
2015-02-04,150.130005,153.149994,147.419998,151.449997,5827100,149.913418
2015-02-03,153.759995,153.759995,148.869995,152.229996,4298400,150.685503
2015-02-02,153.410004,153.970001,149.399994,152.50,3832500,150.952768
2015-01-30,155.550003,156.869995,151.529999,152.259995,5318200,150.715198
2015-01-29,154.889999,156.839996,153.759995,156.369995,3435500,154.783499
2015-01-28,158.320007,160.910004,154.509995,154.639999,4927100,153.071055
2015-01-27,158.529999,160.740005,158.279999,158.889999,2876300,157.277936
2015-01-26,159.619995,161.479996,157.669998,159.729996,3149600,158.10941
2015-01-23,159.800003,160.009995,158.25,159.809998,2249400,158.1886
2015-01-22,158.169998,159.779999,154.110001,159.570007,3783100,157.951045
2015-01-21,155.380005,158.270004,155.380005,157.380005,2804900,155.783261
2015-01-20,159.210007,159.729996,154.649994,157.600006,3664400,156.001031
2015-01-16,152.429993,158.440002,152.029999,158.429993,3513200,156.822596
2015-01-15,156.149994,157.740005,151.529999,151.919998,2894000,150.378651
2015-01-14,152.869995,155.539993,152.570007,155.160004,3426400,153.585784
2015-01-13,158.889999,160.960007,153.410004,155.139999,4562700,153.565983
2015-01-12,156.220001,157.990005,154.990005,156.220001,2698900,154.635027
2015-01-09,158.759995,158.759995,154.630005,155.729996,3949100,154.149993
2015-01-08,159.600006,162.759995,155.149994,157.669998,4560200,156.070313
2015-01-07,154.089996,158.580002,153.009995,158.240005,3502400,156.634537
2015-01-06,158.779999,158.880005,152.330002,152.899994,5075800,151.348704
2015-01-05,157.429993,159.600006,154.259995,157.990005,4080300,156.387073
2015-01-02,160.160004,162.589996,158.600006,159.889999,2605400,158.26779
2014-12-31,161.669998,163.279999,159.259995,159.289993,2691900,157.673872
2014-12-30,162.690002,162.729996,160.179993,160.630005,2019800,159.000288
2014-12-29,163.830002,164.050003,161.520004,162.850006,1727600,161.197765
2014-12-26,162.160004,164.149994,161.850006,163.460007,1706100,161.801577
2014-12-24,156.529999,163.169998,156.470001,160.669998,2222800,159.039875
2014-12-23,164.910004,164.990005,154.360001,157.520004,7091700,155.92184
2014-12-22,168.309998,169.039993,163.910004,164.529999,4061500,162.860713
2014-12-19,168.910004,171.729996,167.399994,170.169998,7856300,168.44349
2014-12-18,166.100006,168.589996,164.580002,168.479996,3511800,166.770634
2014-12-17,159.460007,164.009995,158.600006,163.479996,3417900,161.821363
2014-12-16,157.679993,163.960007,157.50,159.440002,4492800,157.822359
2014-12-15,164.770004,164.990005,159.399994,159.600006,4428300,157.980739
2014-12-12,163.139999,167.710007,162.300003,164.529999,3366700,162.860713
2014-12-11,166.699997,169.639999,165.600006,166.080002,3173600,164.39499
2014-12-10,169.00,169.75,165.00,165.389999,3490200,163.711988
2014-12-09,170.320007,170.910004,167.440002,169.389999,3712300,167.671405
2014-12-08,169.389999,173.139999,169.00,171.639999,3953700,169.898577
2014-12-05,166.679993,169.410004,166.110001,169.240005,2548700,167.522933
2014-12-04,167.539993,168.759995,166.449997,166.550003,3357800,164.860223
2014-12-03,169.279999,169.490005,166.50,168.070007,2369100,166.364805
2014-12-02,167.600006,169.330002,166.800003,169.279999,3284500,167.562521
2014-12-01,165.119995,167.369995,164.169998,166.410004,2514200,164.721644
2014-11-28,165.00,167.350006,164.520004,165.309998,1794800,163.632798
2014-11-26,162.75,164.839996,162.470001,164.720001,2118000,163.048788
2014-11-25,164.059998,164.410004,160.699997,162.240005,3562500,160.593954
2014-11-24,163.00,165.679993,162.949997,164.179993,2193000,162.514258
2014-11-21,165.580002,165.580002,161.429993,162.809998,3717000,161.158163
2014-11-20,161.910004,164.830002,161.75,162.679993,3208800,161.029477
2014-11-19,161.279999,163.279999,160.369995,162.639999,2422900,160.989889
2014-11-18,158.910004,162.389999,158.369995,162.240005,3135600,160.593954
2014-11-17,156.910004,160.199997,156.660004,159.139999,2662300,157.525399
2014-11-14,161.100006,161.279999,156.619995,157.679993,4505700,156.080206
2014-11-13,162.110001,162.350006,159.580002,160.850006,3636400,159.218057
2014-11-12,161.770004,163.070007,161.039993,161.929993,3528900,160.287086
2014-11-11,163.080002,163.860001,161.520004,162.419998,3015700,160.77212
2014-11-10,161.009995,163.199997,160.50,163.089996,3160900,161.435321
2014-11-07,162.070007,162.25,158.320007,160.25,3633300,158.020321
2014-11-06,159.970001,160.940002,159.470001,160.350006,3310900,158.118936
2014-11-05,161.309998,161.309998,158.809998,158.940002,4062900,156.728551
2014-11-04,160.690002,161.990005,159.169998,160.410004,3719000,158.178099
2014-11-03,162.080002,162.410004,159.649994,161.559998,5823800,159.312092
2014-10-31,164.559998,164.649994,161.419998,162.179993,7971100,159.923461
2014-10-30,158.639999,161.580002,158.160004,161.580002,3861800,159.331818
2014-10-29,157.910004,159.720001,156.910004,158.880005,7069800,156.669388
2014-10-28,151.75,157.25,151.470001,157.190002,11623200,155.0029
2014-10-27,146.699997,148.470001,146.110001,148.199997,4172500,146.137979
2014-10-24,146.850006,147.50,145.520004,147.259995,5318400,145.211056
2014-10-23,145.899994,148.139999,145.240005,147.25,4710700,145.2012
2014-10-22,143.809998,144.410004,141.669998,143.639999,5222100,141.641428
2014-10-21,138.490005,145.490005,137.009995,144.089996,8951400,142.085164
2014-10-20,133.279999,137.550003,133.009995,137.509995,6623800,135.596715
2014-10-17,131.25,139.850006,129.50,133.690002,7351500,131.829873
2014-10-16,128.149994,130.880005,127.669998,130.449997,7906000,128.634948
2014-10-15,131.020004,131.369995,128.600006,130.899994,4700100,129.078684
2014-10-14,135.380005,135.429993,131.929993,132.199997,3736400,130.360599
2014-10-13,137.050003,137.809998,133.520004,133.559998,6866700,131.701677
2014-10-10,136.779999,140.740005,136.779999,137.389999,5750400,135.478389
2014-10-09,139.570007,140.190002,137.020004,137.580002,2750500,135.665748
2014-10-08,135.610001,140.380005,135.419998,140.070007,3621000,138.121108
2014-10-07,137.139999,137.539993,135.979996,136.029999,2679500,134.137311
2014-10-06,138.070007,140.550003,136.979996,137.610001,3190200,135.695329
2014-10-03,138.070007,139.710007,137.899994,139.149994,3429000,137.213896
2014-10-02,138.979996,139.770004,136.320007,137.199997,3060900,135.29103
2014-10-01,140.389999,140.779999,138.179993,138.820007,3752200,136.8885
2014-09-30,140.309998,141.580002,139.020004,140.460007,2646800,138.505681
2014-09-29,139.960007,141.50,139.330002,140.070007,2218700,138.121108
2014-09-26,140.009995,141.190002,138.929993,141.059998,2296200,139.097324
2014-09-25,142.080002,143.029999,139.399994,139.850006,2676400,137.904168
2014-09-24,140.75,142.479996,140.020004,142.240005,3227600,140.260914
2014-09-23,141.839996,142.399994,140.570007,140.679993,2320900,138.722606
2014-09-22,143.289993,144.020004,141.089996,142.179993,3082800,140.201736
2014-09-19,142.990005,144.460007,142.289993,144.009995,6703300,142.006275
2014-09-18,140.899994,142.160004,139.949997,142.020004,2160400,140.043973
2014-09-17,140.00,141.570007,138.619995,140.710007,3940900,138.752203
2014-09-16,137.320007,139.550003,136.949997,139.330002,2398900,137.391399
2014-09-15,137.570007,138.059998,136.889999,137.970001,2174500,136.050321
2014-09-12,138.509995,138.990005,136.820007,137.889999,2329700,135.971432
2014-09-11,138.529999,139.929993,137.350006,138.960007,3620000,137.026552
2014-09-10,137.389999,139.720001,137.270004,139.190002,2330500,137.253347
2014-09-09,138.660004,138.979996,137.070007,137.389999,3122500,135.478389
2014-09-08,138.00,139.360001,137.660004,139.270004,2512900,137.332236
2014-09-05,138.220001,138.330002,135.630005,137.880005,3357100,135.961577
2014-09-04,138.740005,139.50,137.529999,138.009995,2975400,136.089758
2014-09-03,138.529999,138.850006,137.339996,138.580002,2729300,136.651834
2014-09-02,139.619995,139.929993,137.199997,137.960007,3287800,136.040466
2014-08-29,139.449997,139.729996,138.309998,139.380005,2362500,137.440706
2014-08-28,137.649994,139.380005,137.289993,138.690002,3899700,136.760304
2014-08-27,137.940002,138.570007,136.690002,137.830002,2693200,135.91227
2014-08-26,134.910004,137.669998,134.899994,137.270004,3891200,135.360064
2014-08-25,133.380005,134.929993,133.380005,134.789993,2997500,132.914559
2014-08-22,132.990005,133.460007,132.419998,132.820007,2017800,130.971983
2014-08-21,132.960007,133.009995,132.039993,132.529999,1774300,130.686009
2014-08-20,131.970001,133.270004,131.850006,132.679993,1748900,130.833916
2014-08-19,133.360001,133.690002,131.800003,133.020004,1878900,131.169197
2014-08-18,133.350006,133.979996,132.369995,133.220001,3156700,131.366411
2014-08-15,133.309998,133.309998,130.00,132.800003,4347800,130.952257
2014-08-14,125.199997,132.520004,124.809998,131.860001,6408400,130.025333
2014-08-13,126.650002,127.800003,126.300003,127.339996,2539700,125.568219
2014-08-12,126.220001,126.900002,125.400002,126.32,2324500,124.562415
2014-08-11,127.860001,128.00,126.580002,127.32,2529200,124.946992
2014-08-08,125.220001,127.410004,125.139999,126.949997,2206800,124.583886
2014-08-07,127.410004,128.889999,125.510002,125.75,3065200,123.406255
2014-08-06,127.260002,128.779999,126.529999,127.089996,2579000,124.721276
2014-08-05,127.510002,129.00,126.620003,127.879997,3749100,125.496553
2014-08-04,129.00,129.389999,126.519997,128.649994,6403700,126.252198
2014-08-01,126.169998,127.300003,124.760002,125.550003,4542700,123.209985
